"EmployeeID","MonthlyIncome","JobRole","TotalWorkingYears","Gender","Age","Education Level"
"32640","4697","Media","13","Female","23","Master’s Degree"
"18961","3814","Education","13","Female","44","High School"
"58893","9174","Healthcare","21","Male","30","Bachelor’s Degree"
"47295","6776","Technology","1","Male","30","Associate Degree"
"1641","9118","Technology","20","Female","35","Bachelor’s Degree"
"12647","9420","Healthcare","34","Male","58","Associate Degree"
"33541","6651","Media","31","Female","39","Master’s Degree"
"44659","4610","Education","10","Female","27","Associate Degree"
"58397","9060","Technology","10","Female","18","Bachelor’s Degree"
"58678","3754","Education","14","Male","22","Master’s Degree"
"4465","9389","Technology","7","Male","36","Master’s Degree"
"51717","9499","Technology","8","Female","37","Bachelor’s Degree"
"37262","7700","Technology","9","Female","19","Master’s Degree"
"11229","9738","Technology","21","Female","37","PhD"
"37333","4082","Education","38","Male","56","Associate Degree"
"589","4660","Education","10","Male","20","Bachelor’s Degree"
"33323","5056","Media","1","Female","39","High School"
"24389","6062","Media","7","Female","43","Associate Degree"
"59726","6265","Finance","20","Female","31","Associate Degree"
"9087","4316","Education","24","Female","43","High School"
"46814","4247","Education","24","Female","48","Bachelor’s Degree"
"66849","10277","Healthcare","50","Male","59","Master’s Degree"
"9469","5396","Education","11","Male","28","Bachelor’s Degree"
"39456","7806","Healthcare","25","Female","35","Bachelor’s Degree"
"5072","8472","Finance","47","Female","59","Associate Degree"
"18693","2065","Finance","9","Male","21","Master’s Degree"
"46889","7995","Technology","8","Male","51","Master’s Degree"
"11666","9625","Technology","32","Female","55","Associate Degree"
"17308","10711","Healthcare","23","Male","36","Bachelor’s Degree"
"19619","6716","Finance","12","Male","20","Bachelor’s Degree"
"45392","8180","Healthcare","36","Female","55","Bachelor’s Degree"
"36352","5927","Media","35","Male","51","Associate Degree"
"72704","6280","Technology","33","Female","58","Master’s Degree"
"9621","6605","Finance","18","Female","28","High School"
"36827","7862","Healthcare","34","Female","47","Master’s Degree"
"14754","3543","Finance","17","Male","25","Associate Degree"
"69496","7742","Technology","4","Female","35","Bachelor’s Degree"
"30275","11929","Finance","1","Male","36","Master’s Degree"
"8157","6441","Media","13","Female","59","Bachelor’s Degree"
"15887","4541","Education","37","Male","49","Associate Degree"
"27235","8723","Technology","32","Male","48","High School"
"49979","9480","Finance","15","Male","50","Associate Degree"
"14797","9794","Technology","4","Male","24","Associate Degree"
"50489","5990","Media","13","Female","40","Master’s Degree"
"45258","7543","Technology","22","Female","34","Master’s Degree"
"69827","5323","Education","17","Male","49","Bachelor’s Degree"
"37410","2492","Finance","18","Male","53","PhD"
"55094","7413","Healthcare","37","Male","46","Associate Degree"
"47875","6584","Technology","32","Male","57","High School"
"24390","3157","Education","8","Female","19","High School"
"10982","10581","Technology","12","Male","48","Master’s Degree"
"33439","6519","Media","10","Male","42","Associate Degree"
"66730","4489","Education","13","Male","53","Associate Degree"
"53165","11604","Finance","7","Male","45","Bachelor’s Degree"
"27762","11681","Technology","3","Female","19","Bachelor’s Degree"
"7568","5685","Media","24","Male","52","Master’s Degree"
"25563","7745","Technology","21","Male","29","Bachelor’s Degree"
"936","7644","Healthcare","15","Male","38","Bachelor’s Degree"
"38117","7023","Healthcare","35","Male","48","Bachelor’s Degree"
"34956","7650","Healthcare","8","Male","25","PhD"
"23446","6012","Healthcare","32","Male","47","Associate Degree"
"3848","5406","Education","20","Male","42","Master’s Degree"
"737","13582","Technology","15","Female","27","Master’s Degree"
"43773","6941","Technology","1","Male","37","Associate Degree"
"52887","3582","Education","24","Female","54","Associate Degree"
"38074","4610","Education","9","Male","18","Associate Degree"
"41337","6274","Media","10","Male","41","Associate Degree"
"8219","8144","Healthcare","3","Male","40","Master’s Degree"
"50126","5926","Media","1","Female","26","High School"
"52994","9166","Technology","9","Female","54","PhD"
"56216","7828","Healthcare","6","Male","38","Master’s Degree"
"29545","11276","Technology","1","Male","24","High School"
"32201","9771","Technology","22","Male","43","Bachelor’s Degree"
"70164","8948","Healthcare","24","Male","43","Master’s Degree"
"64582","8749","Technology","4","Female","19","Bachelor’s Degree"
"72676","9098","Technology","9","Male","37","High School"
"8994","6946","Finance","12","Male","53","Associate Degree"
"59246","9254","Healthcare","11","Male","37","Associate Degree"
"59582","8180","Technology","9","Female","22","High School"
"43123","8616","Technology","2","Male","44","Bachelor’s Degree"
"40897","9276","Healthcare","10","Female","21","Master’s Degree"
"1443","4851","Education","3","Female","59","Master’s Degree"
"26821","11302","Finance","3","Female","51","High School"
"47939","8717","Healthcare","4","Male","29","Bachelor’s Degree"
"70937","6143","Education","9","Male","44","High School"
"36754","6887","Finance","10","Male","20","Master’s Degree"
"61145","7902","Finance","9","Female","38","High School"
"8590","8121","Healthcare","14","Male","38","Bachelor’s Degree"
"30643","10319","Technology","30","Male","45","Associate Degree"
"65679","7588","Technology","8","Female","33","Bachelor’s Degree"
"35009","9333","Healthcare","21","Male","34","Associate Degree"
"55791","10158","Technology","18","Female","45","Associate Degree"
"73694","5242","Education","19","Male","43","High School"
"49199","6562","Healthcare","7","Male","51","PhD"
"72068","4860","Education","2","Male","21","Associate Degree"
"58456","9907","Finance","19","Female","33","Bachelor’s Degree"
"1276","8267","Healthcare","5","Female","20","Bachelor’s Degree"
"57685","5802","Media","5","Female","22","PhD"
"63027","9492","Healthcare","21","Female","44","Master’s Degree"
"27912","11374","Finance","24","Male","43","Master’s Degree"
"43793","9649","Healthcare","2","Male","49","High School"
"4253","10499","Technology","5","Female","20","High School"
"21909","7260","Healthcare","12","Male","26","High School"
"45131","10539","Technology","1","Male","37","Associate Degree"
"19900","7945","Healthcare","9","Female","47","Associate Degree"
"54404","9444","Healthcare","35","Female","46","Associate Degree"
"6989","8159","Finance","16","Female","45","Bachelor’s Degree"
"2033","9020","Healthcare","12","Male","21","Master’s Degree"
"45270","3498","Education","2","Female","29","Associate Degree"
"51866","5305","Media","1","Male","28","Bachelor’s Degree"
"30465","4764","Education","12","Male","57","High School"
"66578","5381","Education","17","Female","44","High School"
"47624","4722","Education","13","Male","33","Associate Degree"
"31474","7480","Technology","19","Female","29","High School"
"10901","6729","Healthcare","4","Female","26","Bachelor’s Degree"
"72483","5345","Media","15","Male","41","Master’s Degree"
"17774","5668","Media","21","Female","33","PhD"
"57258","4571","Education","24","Female","34","Master’s Degree"
"45306","5578","Education","11","Male","19","Bachelor’s Degree"
"63500","9972","Healthcare","7","Female","21","High School"
"29923","9063","Healthcare","17","Female","32","Associate Degree"
"23603","5209","Education","7","Female","40","Bachelor’s Degree"
"22172","7593","Technology","25","Male","34","Master’s Degree"
"68813","5589","Media","27","Female","45","High School"
"58826","4628","Media","4","Male","31","Associate Degree"
"35983","9375","Finance","32","Female","53","Bachelor’s Degree"
"25312","5729","Education","3","Female","31","Master’s Degree"
"54035","7079","Media","5","Female","20","Associate Degree"
"61980","6227","Media","20","Male","36","High School"
"18798","7795","Finance","5","Male","52","PhD"
"57209","5191","Media","11","Male","29","Associate Degree"
"5866","9289","Technology","19","Male","36","Bachelor’s Degree"
"40674","7555","Technology","26","Male","43","Master’s Degree"
"14937","9753","Technology","28","Female","40","Master’s Degree"
"4578","5102","Education","1","Male","24","Master’s Degree"
"34336","10089","Finance","15","Male","47","PhD"
"8030","6500","Finance","38","Male","56","Master’s Degree"
"56313","5535","Media","42","Female","57","High School"
"60988","4642","Education","34","Female","53","Bachelor’s Degree"
"65667","6396","Healthcare","7","Male","53","PhD"
"20614","8805","Healthcare","9","Male","19","PhD"
"38070","8076","Healthcare","30","Male","42","High School"
"1315","4921","Education","31","Male","39","High School"
"7178","8325","Healthcare","22","Male","44","Associate Degree"
"57475","8787","Technology","1","Male","21","High School"
"65149","6245","Healthcare","1","Male","24","Associate Degree"
"69938","7518","Healthcare","1","Male","24","Associate Degree"
"56934","10033","Technology","3","Female","35","Bachelor’s Degree"
"26831","3573","Education","6","Male","31","Bachelor’s Degree"
"19822","2962","Education","3","Male","25","Bachelor’s Degree"
"51021","4716","Education","28","Female","49","High School"
"55354","9303","Finance","22","Male","39","High School"
"27215","6300","Media","8","Male","30","Bachelor’s Degree"
"65163","5097","Education","33","Female","55","Bachelor’s Degree"
"35154","10551","Technology","7","Male","30","Bachelor’s Degree"
"17600","5285","Media","10","Female","38","High School"
"60435","11106","Technology","6","Female","26","Bachelor’s Degree"
"5383","4642","Education","32","Female","40","High School"
"14957","8080","Healthcare","5","Male","21","Associate Degree"
"55440","5141","Education","22","Male","42","Bachelor’s Degree"
"14809","8377","Finance","32","Male","42","Bachelor’s Degree"
"38541","8405","Healthcare","17","Male","58","Master’s Degree"
"17732","6291","Media","31","Male","39","High School"
"38595","3176","Education","18","Male","35","Associate Degree"
"69809","4667","Education","3","Male","57","High School"
"35059","5283","Education","17","Female","40","Associate Degree"
"37961","6181","Media","17","Male","29","Associate Degree"
"30711","6251","Media","5","Male","22","Bachelor’s Degree"
"35564","6188","Media","16","Male","24","Master’s Degree"
"43457","6259","Media","26","Female","42","Associate Degree"
"27689","7388","Finance","3","Female","49","Bachelor’s Degree"
"35865","6070","Media","6","Female","51","High School"
"11014","12937","Finance","26","Male","52","Associate Degree"
"60808","8178","Technology","11","Male","34","Associate Degree"
"57265","6526","Media","24","Male","32","Bachelor’s Degree"
"26494","8862","Healthcare","25","Female","41","Associate Degree"
"23220","4930","Education","9","Female","20","Bachelor’s Degree"
"37929","5961","Media","2","Female","51","Master’s Degree"
"25316","8485","Healthcare","36","Female","44","PhD"
"13650","8686","Technology","3","Female","44","Bachelor’s Degree"
"14303","9364","Technology","6","Female","32","Associate Degree"
"19365","10305","Technology","19","Female","35","Bachelor’s Degree"
"60359","3459","Education","27","Female","51","Associate Degree"
"37941","4786","Education","12","Female","24","High School"
"27530","9016","Technology","10","Male","28","Master’s Degree"
"67594","7658","Finance","28","Female","44","Associate Degree"
"25354","10087","Technology","37","Male","47","Bachelor’s Degree"
"61548","7503","Healthcare","11","Male","29","Associate Degree"
"41468","8032","Healthcare","11","Female","35","Associate Degree"
"60481","8307","Finance","21","Female","29","Bachelor’s Degree"
"15787","4583","Education","20","Male","29","High School"
"39297","10068","Technology","3","Female","28","Bachelor’s Degree"
"35872","8598","Finance","8","Male","37","Bachelor’s Degree"
"24734","9101","Technology","32","Male","55","Master’s Degree"
"15608","7093","Healthcare","9","Female","30","Bachelor’s Degree"
"360","8652","Finance","4","Male","32","Bachelor’s Degree"
"52150","11563","Technology","17","Male","42","Associate Degree"
"56622","5693","Finance","40","Male","49","Associate Degree"
"21561","9730","Healthcare","16","Female","50","Bachelor’s Degree"
"32307","5431","Media","24","Male","42","Bachelor’s Degree"
"12790","4531","Education","24","Male","52","Associate Degree"
"36279","8880","Technology","5","Female","37","High School"
"27998","6159","Media","33","Male","48","Master’s Degree"
"9164","6968","Healthcare","14","Male","31","Bachelor’s Degree"
"46279","6890","Healthcare","23","Female","56","Bachelor’s Degree"
"7027","4248","Education","14","Female","47","Master’s Degree"
"70056","5683","Media","5","Male","33","Associate Degree"
"2866","9099","Finance","34","Male","56","Master’s Degree"
"35262","5543","Media","10","Female","35","Master’s Degree"
"68583","11367","Finance","15","Female","42","Bachelor’s Degree"
"29615","7775","Healthcare","22","Female","56","Bachelor’s Degree"
"31125","5691","Education","27","Male","55","Bachelor’s Degree"
"40874","4903","Education","5","Female","34","Associate Degree"
"53927","8787","Healthcare","48","Female","57","Associate Degree"
"39654","6271","Media","5","Female","56","Associate Degree"
"57298","3817","Education","34","Male","48","Bachelor’s Degree"
"70152","7219","Healthcare","8","Female","18","Master’s Degree"
"13440","9665","Technology","6","Male","43","Master’s Degree"
"45385","9778","Technology","30","Male","59","Bachelor’s Degree"
"44308","5721","Media","5","Male","20","Master’s Degree"
"17827","7321","Healthcare","6","Male","20","Master’s Degree"
"68093","4351","Education","41","Male","50","Bachelor’s Degree"
"6133","5423","Media","16","Male","39","Bachelor’s Degree"
"28132","10394","Technology","14","Male","45","High School"
"8583","8242","Finance","15","Male","43","Associate Degree"
"33913","7393","Technology","27","Female","46","Associate Degree"
"34072","3969","Education","35","Male","51","Master’s Degree"
"54203","8995","Technology","4","Female","39","Bachelor’s Degree"
"39142","4498","Education","38","Male","58","Associate Degree"
"36147","10409","Technology","7","Female","24","Associate Degree"
"587","10283","Technology","24","Male","56","Master’s Degree"
"58092","6658","Healthcare","5","Female","36","Master’s Degree"
"28644","7121","Healthcare","4","Female","59","Master’s Degree"
"51562","6454","Technology","11","Female","34","Bachelor’s Degree"
"64753","9199","Healthcare","3","Male","23","Bachelor’s Degree"
"64535","5391","Media","8","Female","59","Master’s Degree"
"29261","4641","Education","19","Male","30","Bachelor’s Degree"
"2983","9793","Finance","6","Male","25","Associate Degree"
"13631","4078","Education","4","Female","40","High School"
"71098","6238","Media","10","Male","27","Bachelor’s Degree"
"59783","5678","Media","31","Female","46","Master’s Degree"
"63640","7553","Technology","7","Female","42","Bachelor’s Degree"
"25504","5514","Media","11","Female","43","Bachelor’s Degree"
"55870","8504","Finance","22","Female","39","Master’s Degree"
"36839","8586","Healthcare","3","Male","48","High School"
"71505","5331","Media","42","Female","56","Bachelor’s Degree"
"16357","8068","Healthcare","26","Female","42","Master’s Degree"
"24419","10377","Technology","32","Male","40","Bachelor’s Degree"
"60685","8325","Technology","20","Female","53","Master’s Degree"
"66371","6496","Media","8","Female","21","Associate Degree"
"28120","7762","Technology","1","Female","30","High School"
"71816","3713","Education","34","Male","55","Master’s Degree"
"13619","8762","Finance","12","Female","27","Bachelor’s Degree"
"26736","9101","Technology","41","Male","56","PhD"
"46420","8043","Technology","3","Male","42","High School"
"34199","8684","Technology","9","Male","50","High School"
"67274","5196","Finance","11","Male","30","High School"
"14146","9668","Technology","6","Female","28","Associate Degree"
"12448","5947","Media","6","Male","27","Associate Degree"
"59417","9461","Technology","14","Male","48","Bachelor’s Degree"
"32632","8693","Technology","39","Female","53","Bachelor’s Degree"
"9562","5040","Media","9","Male","18","PhD"
"1576","5065","Education","30","Male","49","Master’s Degree"
"2255","5177","Finance","1","Male","42","Associate Degree"
"73726","3572","Education","23","Female","49","Bachelor’s Degree"
"70838","7845","Technology","43","Female","53","Bachelor’s Degree"
"26459","6543","Technology","15","Female","46","Master’s Degree"
"21374","9635","Technology","13","Female","52","Master’s Degree"
"1282","6776","Technology","21","Female","36","Associate Degree"
"69327","9249","Healthcare","10","Female","22","Bachelor’s Degree"
"21056","6201","Media","19","Male","43","High School"
"26977","6265","Education","7","Female","31","Associate Degree"
"38567","9771","Technology","24","Male","42","Bachelor’s Degree"
"13271","7323","Healthcare","26","Female","37","High School"
"10298","6089","Media","4","Male","58","High School"
"1502","7455","Technology","2","Female","31","Bachelor’s Degree"
"273","6631","Media","7","Male","33","Bachelor’s Degree"
"52576","4937","Education","33","Female","53","Master’s Degree"
"62771","5981","Media","11","Male","20","Associate Degree"
"56572","6370","Media","10","Male","19","High School"
"73082","9533","Technology","4","Female","33","Associate Degree"
"21097","7671","Healthcare","7","Male","45","Master’s Degree"
"25738","4552","Media","1","Male","29","Associate Degree"
"28998","10523","Technology","4","Male","32","Bachelor’s Degree"
"29297","5105","Education","10","Female","22","High School"
"45386","7253","Healthcare","1","Female","23","Bachelor’s Degree"
"6289","13626","Finance","24","Female","55","PhD"
"13083","4196","Education","20","Female","59","PhD"
"6235","7342","Healthcare","4","Male","33","Associate Degree"
"29636","8898","Technology","9","Male","29","Associate Degree"
"48236","5423","Education","14","Male","39","Master’s Degree"
"7106","7523","Healthcare","40","Male","52","High School"
"15388","6968","Finance","2","Male","44","Bachelor’s Degree"
"7633","5922","Healthcare","16","Male","54","Associate Degree"
"13493","5034","Education","34","Female","47","High School"
"65593","9541","Technology","16","Male","25","Master’s Degree"
"59464","10001","Technology","2","Male","40","Master’s Degree"
"26354","11590","Technology","20","Female","37","Bachelor’s Degree"
"67052","6885","Healthcare","7","Male","33","Bachelor’s Degree"
"57965","6755","Media","10","Male","23","High School"
"418","7324","Healthcare","13","Female","45","High School"
"70507","11505","Finance","14","Female","22","Bachelor’s Degree"
"38199","4019","Education","15","Female","36","Associate Degree"
"56766","10189","Technology","11","Male","42","High School"
"18349","4428","Healthcare","9","Male","18","PhD"
"7238","9489","Healthcare","4","Male","21","High School"
"9150","6052","Media","5","Female","25","Associate Degree"
"65434","10210","Technology","33","Male","46","Bachelor’s Degree"
"16245","7167","Technology","33","Male","59","High School"
"10010","7440","Healthcare","1","Male","56","Master’s Degree"
"12789","9233","Healthcare","48","Female","56","High School"
"68615","6999","Technology","23","Male","55","Master’s Degree"
"47474","5150","Finance","21","Female","37","Associate Degree"
"71550","6477","Media","14","Female","29","Associate Degree"
"34583","3900","Education","5","Male","24","Bachelor’s Degree"
"14573","6264","Media","17","Female","41","High School"
"3799","9228","Technology","2","Female","22","Associate Degree"
"17870","8132","Technology","12","Male","23","High School"
"69068","7456","Healthcare","7","Male","18","High School"
"3132","5131","Education","2","Male","24","Master’s Degree"
"46380","3482","Education","16","Male","56","Bachelor’s Degree"
"16359","4226","Education","11","Male","46","PhD"
"33969","6718","Healthcare","23","Female","35","High School"
"3915","10294","Technology","11","Female","27","High School"
"27156","9429","Technology","44","Female","55","PhD"
"34191","4474","Education","24","Male","54","PhD"
"69240","5886","Media","24","Male","58","Associate Degree"
"49703","4627","Education","3","Male","44","Associate Degree"
"46132","9483","Finance","26","Male","51","High School"
"74267","7794","Technology","5","Male","55","High School"
"28810","10302","Technology","24","Female","55","Master’s Degree"
"55946","8537","Healthcare","7","Female","19","Associate Degree"
"55718","6151","Healthcare","26","Male","34","Associate Degree"
"22274","7354","Technology","41","Female","50","High School"
"42443","7178","Finance","34","Female","54","High School"
"21398","10640","Finance","7","Female","23","Associate Degree"
"8441","9512","Technology","39","Female","58","High School"
"37540","6439","Media","31","Female","42","Associate Degree"
"66998","9839","Technology","6","Male","19","Bachelor’s Degree"
"5223","5158","Education","6","Female","39","Bachelor’s Degree"
"57156","7975","Finance","15","Male","40","High School"
"60909","3437","Education","1","Male","25","Bachelor’s Degree"
"16369","3709","Education","10","Male","32","Bachelor’s Degree"
"5293","7710","Healthcare","7","Female","45","Master’s Degree"
"18567","4890","Education","34","Female","43","Associate Degree"
"52843","8334","Finance","2","Female","22","High School"
"21110","8325","Technology","8","Male","46","Bachelor’s Degree"
"47750","8925","Finance","32","Female","48","High School"
"69273","8105","Healthcare","45","Male","55","High School"
"36876","6026","Technology","16","Female","36","High School"
"67543","8840","Healthcare","13","Female","42","Master’s Degree"
"38230","8076","Healthcare","3","Female","20","Associate Degree"
"66108","9963","Technology","15","Male","43","Associate Degree"
"12528","7712","Technology","7","Male","59","Bachelor’s Degree"
"43927","7518","Technology","6","Male","31","Associate Degree"
"28421","7090","Finance","2","Female","33","Bachelor’s Degree"
"1544","9892","Technology","7","Female","39","Associate Degree"
"54923","9116","Technology","11","Male","57","Bachelor’s Degree"
"38740","8321","Finance","16","Male","34","Master’s Degree"
"40166","8005","Technology","5","Male","25","Bachelor’s Degree"
"46248","6197","Healthcare","35","Female","55","Bachelor’s Degree"
"47291","9263","Technology","15","Female","38","High School"
"42998","8677","Technology","5","Female","35","Bachelor’s Degree"
"14160","11439","Technology","9","Female","52","Bachelor’s Degree"
"59896","8863","Healthcare","6","Female","19","Associate Degree"
"12431","9909","Technology","15","Female","34","Master’s Degree"
"40015","7914","Finance","14","Male","59","Master’s Degree"
"33109","11012","Technology","14","Female","30","High School"
"4797","9998","Technology","2","Male","40","Associate Degree"
"59957","3061","Education","31","Male","42","Master’s Degree"
"40346","4882","Education","12","Male","20","Bachelor’s Degree"
"59683","10256","Finance","30","Male","44","Associate Degree"
"62244","5278","Media","15","Male","49","Master’s Degree"
"8678","6287","Media","2","Female","32","Bachelor’s Degree"
"9563","9477","Finance","23","Female","49","Master’s Degree"
"59763","8789","Healthcare","39","Male","58","PhD"
"18767","8709","Technology","4","Female","43","Bachelor’s Degree"
"39941","7451","Healthcare","12","Male","25","Associate Degree"
"33902","6151","Media","30","Female","55","Bachelor’s Degree"
"60200","6864","Finance","8","Female","42","High School"
"9020","4458","Education","4","Male","18","Associate Degree"
"60641","8720","Healthcare","24","Male","39","Master’s Degree"
"18413","8688","Finance","10","Female","36","Bachelor’s Degree"
"65377","8806","Healthcare","10","Male","28","High School"
"15375","6823","Media","7","Female","56","Associate Degree"
"54324","5731","Finance","11","Male","44","Associate Degree"
"64865","10520","Finance","47","Female","56","Bachelor’s Degree"
"57821","11105","Technology","18","Male","50","Bachelor’s Degree"
"54265","4708","Education","5","Male","40","Master’s Degree"
"8327","4962","Education","10","Female","44","Master’s Degree"
"66658","8064","Finance","9","Female","29","PhD"
"43496","7495","Healthcare","27","Male","50","High School"
"55279","4062","Education","15","Male","55","Bachelor’s Degree"
"55175","5601","Healthcare","35","Male","48","Master’s Degree"
"27755","6149","Education","13","Male","38","Bachelor’s Degree"
"58100","7227","Finance","11","Female","43","Associate Degree"
"9793","6291","Media","8","Female","27","Associate Degree"
"20150","5674","Media","9","Female","36","Master’s Degree"
"19965","5530","Media","23","Male","50","Bachelor’s Degree"
"32440","7843","Healthcare","23","Male","38","High School"
"59158","10601","Technology","13","Male","55","Associate Degree"
"26449","8860","Healthcare","16","Female","47","High School"
"35897","5613","Education","13","Male","22","Bachelor’s Degree"
"60008","9590","Finance","11","Male","55","Associate Degree"
"13526","6988","Media","22","Female","30","High School"
"21670","4476","Education","7","Male","59","Associate Degree"
"54310","9448","Technology","38","Male","59","Master’s Degree"
"56869","6270","Healthcare","16","Female","32","Bachelor’s Degree"
"62616","9831","Technology","2","Male","31","Master’s Degree"
"50695","3423","Education","17","Female","30","Master’s Degree"
"52640","5530","Education","8","Female","19","PhD"
"45782","3005","Education","21","Female","40","Associate Degree"
"476","7121","Healthcare","14","Female","27","PhD"
"70323","5592","Education","4","Female","41","Master’s Degree"
"38258","5908","Media","23","Male","44","PhD"
"57709","8508","Technology","7","Female","49","Master’s Degree"
"29392","9369","Technology","6","Female","28","Associate Degree"
"73148","5819","Media","17","Male","58","Bachelor’s Degree"
"24095","6549","Media","29","Male","43","Bachelor’s Degree"
"51353","7477","Finance","20","Female","42","Associate Degree"
"64793","6704","Education","7","Female","23","Associate Degree"
"69074","5617","Education","15","Female","53","Associate Degree"
"70681","9812","Healthcare","5","Female","37","Bachelor’s Degree"
"68656","5738","Media","39","Female","50","PhD"
"53115","11466","Technology","3","Male","21","High School"
"18526","10492","Technology","16","Male","35","Bachelor’s Degree"
"56886","7998","Technology","15","Male","27","High School"
"23122","10809","Technology","16","Female","31","Bachelor’s Degree"
"67699","5179","Media","22","Male","45","Bachelor’s Degree"
"46174","5298","Media","12","Male","38","High School"
"71601","8299","Finance","4","Male","33","Associate Degree"
"14223","5462","Education","1","Male","49","Associate Degree"
"61192","6317","Technology","4","Female","26","Master’s Degree"
"36604","10034","Technology","11","Female","23","Associate Degree"
"14774","10661","Technology","27","Male","45","Bachelor’s Degree"
"11211","4882","Finance","33","Female","59","Bachelor’s Degree"
"47229","7909","Healthcare","23","Male","43","Bachelor’s Degree"
"25264","9417","Technology","13","Male","33","High School"
"70804","7375","Healthcare","13","Male","44","Master’s Degree"
"34087","8188","Technology","35","Female","53","Bachelor’s Degree"
"34150","7017","Finance","9","Male","35","Bachelor’s Degree"
"12354","8787","Technology","20","Female","40","Master’s Degree"
"46694","5057","Media","49","Male","59","Bachelor’s Degree"
"17587","8370","Technology","46","Female","57","Bachelor’s Degree"
"52145","8369","Healthcare","10","Female","51","Associate Degree"
"69335","5821","Media","13","Male","42","PhD"
"59662","10305","Technology","24","Female","50","Associate Degree"
"67592","5453","Media","5","Male","35","Associate Degree"
"57378","5974","Media","17","Female","31","Master’s Degree"
"11774","9886","Finance","12","Male","45","High School"
"20744","4101","Education","30","Male","57","High School"
"26901","9347","Finance","2","Female","28","Bachelor’s Degree"
"10433","7671","Healthcare","7","Female","19","Bachelor’s Degree"
"15940","5826","Media","15","Male","23","PhD"
"22140","7119","Healthcare","3","Female","45","Master’s Degree"
"61728","6481","Technology","14","Female","40","Bachelor’s Degree"
"60134","8481","Technology","14","Female","25","High School"
"23001","8374","Technology","10","Female","33","Master’s Degree"
"21337","3982","Education","4","Female","22","Associate Degree"
"60944","10289","Technology","12","Male","30","Bachelor’s Degree"
"19648","4523","Education","30","Female","50","Bachelor’s Degree"
"58608","9331","Technology","9","Male","18","Bachelor’s Degree"
"63914","6872","Healthcare","35","Female","44","Bachelor’s Degree"
"43789","4859","Education","9","Female","23","Master’s Degree"
"30638","8624","Technology","10","Female","44","Bachelor’s Degree"
"62946","6755","Media","8","Male","23","Master’s Degree"
"48642","8052","Technology","37","Male","56","Bachelor’s Degree"
"39525","6289","Media","8","Female","22","Master’s Degree"
"52820","10283","Technology","7","Male","35","High School"
"68610","8911","Healthcare","2","Male","48","Bachelor’s Degree"
"4713","7978","Healthcare","44","Female","58","Bachelor’s Degree"
"60346","3888","Education","35","Male","53","Associate Degree"
"52280","7516","Technology","38","Male","52","High School"
"217","8848","Technology","12","Male","36","Master’s Degree"
"70042","8233","Finance","5","Female","46","PhD"
"41386","6002","Finance","3","Male","27","Associate Degree"
"26388","5836","Media","8","Male","52","Bachelor’s Degree"
"11813","7573","Healthcare","19","Male","37","PhD"
"52987","2995","Education","23","Male","48","Bachelor’s Degree"
"18872","3615","Education","3","Female","38","Master’s Degree"
"35411","7226","Healthcare","35","Female","49","Bachelor’s Degree"
"21232","7993","Finance","3","Female","18","Master’s Degree"
"39865","7263","Healthcare","11","Male","41","Bachelor’s Degree"
"33721","5331","Finance","19","Female","48","Master’s Degree"
"52210","6097","Finance","26","Female","34","Associate Degree"
"73228","5647","Media","42","Male","55","Associate Degree"
"38731","5626","Finance","7","Male","26","Master’s Degree"
"12854","4366","Education","26","Female","42","Associate Degree"
"24779","5436","Media","17","Female","42","High School"
"30471","6117","Media","5","Female","34","PhD"
"34376","7237","Healthcare","34","Male","46","Bachelor’s Degree"
"66790","9736","Healthcare","1","Male","22","Associate Degree"
"67196","5729","Media","6","Male","20","PhD"
"17142","7896","Healthcare","23","Female","57","Master’s Degree"
"57976","10107","Healthcare","16","Female","34","Bachelor’s Degree"
"55013","7196","Finance","27","Male","53","Bachelor’s Degree"
"17613","8427","Healthcare","12","Female","35","High School"
"42754","7922","Technology","8","Male","45","High School"
"24766","7414","Technology","7","Female","18","Associate Degree"
"74259","9996","Technology","16","Male","43","Master’s Degree"
"64125","10553","Finance","3","Male","21","Associate Degree"
"11586","3325","Education","8","Female","22","High School"
"9025","8940","Healthcare","17","Male","27","PhD"
"65779","5456","Media","28","Male","56","Master’s Degree"
"71588","4581","Education","9","Female","35","Bachelor’s Degree"
"27086","4384","Education","14","Female","40","Bachelor’s Degree"
"8236","10421","Finance","16","Female","44","Associate Degree"
"57528","6422","Media","14","Female","42","Associate Degree"
"35053","6401","Media","38","Male","52","Master’s Degree"
"57791","9028","Healthcare","7","Female","33","Associate Degree"
"4936","5768","Media","13","Female","26","Bachelor’s Degree"
"10030","5374","Media","14","Female","25","High School"
"71299","11406","Technology","13","Female","22","Master’s Degree"
"74113","7369","Finance","11","Male","23","Master’s Degree"
"26643","10157","Technology","5","Male","32","Master’s Degree"
"37755","6830","Technology","11","Female","22","Associate Degree"
"13857","11071","Technology","16","Male","24","Master’s Degree"
"73449","4919","Education","32","Female","44","High School"
"33226","8107","Healthcare","1","Female","40","Associate Degree"
"12132","8766","Healthcare","4","Female","22","Bachelor’s Degree"
"10963","3411","Education","25","Female","47","Associate Degree"
"64844","10406","Technology","10","Male","18","PhD"
"32604","6637","Media","9","Male","26","Associate Degree"
"38255","7540","Finance","10","Female","37","Associate Degree"
"14644","10043","Technology","1","Female","18","High School"
"329","7159","Healthcare","9","Female","57","High School"
"60119","4831","Education","12","Female","22","Associate Degree"
